order_id,order_date,customer_type,discount_code,net_sales,units,aov,upt,skus
ord_101580,2025-03-08,new,,52.0,1,52.0,1,CYM-VTC-30
ord_101581,2025-03-08,new,WELCOME10,209.7,4,209.7,4,CYM-MTB-30|CYM-VTD-30|CYM-GLU-30|CYM-ASH-30
ord_101582,2025-03-08,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101583,2025-03-08,subscriber,SUB15,179.39,3,179.39,3,CYM-COL-30|CYM-OMG-60|CYM-GLU-30
ord_101584,2025-03-08,returning,SUB15,40.8,1,40.8,1,CYM-VTD-30
ord_101585,2025-03-08,returning,,62.0,1,62.0,1,CYM-MAG-30
ord_101586,2025-03-08,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101587,2025-03-08,subscriber,,115.5,2,115.5,2,CYM-CRE-30|CYM-PRO-30
ord_101588,2025-03-08,new,,68.0,1,68.0,1,CYM-COL-30
ord_101589,2025-03-08,new,,68.0,1,68.0,1,CYM-COL-30
ord_101590,2025-03-08,new,FRIEND10,46.8,1,46.8,1,CYM-VTC-30
ord_101591,2025-03-08,new,,97.0,2,97.0,2,CYM-VTC-30|CYM-CRE-30
ord_101592,2025-03-08,new,FRIEND10,46.8,1,46.8,1,CYM-VTC-30
ord_101593,2025-03-08,new,,107.0,2,107.0,2,CYM-VTC-30|CYM-OMG-60
ord_101594,2025-03-08,new,,123.0,2,123.0,2,CYM-OMG-60|CYM-COL-30
ord_101595,2025-03-08,returning,,120.0,2,120.0,2,CYM-MAG-30|CYM-MTB-30
ord_101596,2025-03-08,subscriber,,197.4,3,197.4,3,CYM-MAG-30|CYM-GLU-30|CYM-VTD-30
ord_101597,2025-03-08,returning,FRIEND10,44.1,1,44.1,1,CYM-ASH-30
ord_101598,2025-03-08,returning,,103.0,2,103.0,2,CYM-CRE-30|CYM-MTB-30
ord_101599,2025-03-08,returning,,126.0,2,126.0,2,CYM-COL-30|CYM-MTB-30
ord_101600,2025-03-08,subscriber,SUB15,83.0,2,83.0,2,CYM-CRE-30|CYM-VTD-30
ord_101601,2025-03-08,subscriber,,194.25,3,194.25,3,CYM-MAG-30|CYM-GLU-30|CYM-CRE-30
ord_101602,2025-03-08,new,,65.0,1,65.0,1,CYM-PRO-30
ord_101603,2025-03-08,subscriber,,106.05,2,106.05,2,CYM-VTC-30|CYM-ASH-30
ord_101604,2025-03-08,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101605,2025-03-08,returning,,45.0,1,45.0,1,CYM-CRE-30
ord_101606,2025-03-08,subscriber,FRIEND10,46.31,1,46.31,1,CYM-ASH-30
ord_101607,2025-03-08,new,,113.0,2,113.0,2,CYM-COL-30|CYM-CRE-30
ord_101608,2025-03-08,subscriber,,176.4,3,176.4,3,CYM-MAG-30|CYM-MTB-30|CYM-VTD-30
ord_101609,2025-03-08,subscriber,,309.75,5,309.75,5,CYM-CRE-30|CYM-COL-30|CYM-OMG-60|CYM-MAG-30|CYM-PRO-30
ord_101610,2025-03-08,subscriber,,147.0,2,147.0,2,CYM-GLU-30|CYM-MAG-30
ord_101611,2025-03-08,returning,,152.0,3,152.0,3,CYM-VTC-30|CYM-CRE-30|CYM-OMG-60
ord_101612,2025-03-08,returning,,45.0,1,45.0,1,CYM-CRE-30
ord_101613,2025-03-08,returning,,289.0,5,289.0,5,CYM-COL-30|CYM-PRO-30|CYM-ASH-30|CYM-CRE-30|CYM-MAG-30
ord_101614,2025-03-08,new,,130.0,2,130.0,2,CYM-MAG-30|CYM-COL-30
ord_101615,2025-03-08,new,,262.0,5,262.0,5,CYM-OMG-60|CYM-VTD-30|CYM-ASH-30|CYM-CRE-30|CYM-PRO-30
ord_101616,2025-03-08,subscriber,SUB15,43.73,1,43.73,1,CYM-ASH-30
ord_101617,2025-03-08,new,WELCOME10,40.5,1,40.5,1,CYM-CRE-30
ord_101618,2025-03-08,returning,,113.0,2,113.0,2,CYM-COL-30|CYM-CRE-30
ord_101619,2025-03-08,subscriber,,112.35,2,112.35,2,CYM-MTB-30|CYM-ASH-30
ord_101620,2025-03-08,returning,,172.0,3,172.0,3,CYM-MAG-30|CYM-VTC-30|CYM-MTB-30
ord_101621,2025-03-08,returning,,117.0,2,117.0,2,CYM-OMG-60|CYM-MAG-30
ord_101622,2025-03-08,returning,,204.0,4,204.0,4,CYM-VTC-30|CYM-CRE-30|CYM-MTB-30|CYM-ASH-30
ord_101623,2025-03-08,subscriber,,50.4,1,50.4,1,CYM-VTD-30
ord_101624,2025-03-08,returning,,114.0,2,114.0,2,CYM-PRO-30|CYM-ASH-30
ord_101625,2025-03-08,new,,172.0,3,172.0,3,CYM-COL-30|CYM-ASH-30|CYM-OMG-60
ord_101626,2025-03-08,returning,,175.0,3,175.0,3,CYM-MTB-30|CYM-OMG-60|CYM-MAG-30
ord_101627,2025-03-09,returning,,123.0,2,123.0,2,CYM-OMG-60|CYM-COL-30
ord_101628,2025-03-09,subscriber,,47.25,1,47.25,1,CYM-CRE-30
ord_101629,2025-03-09, subscriber ,,60.9,1,60.9,1,CYM-MTB-30
ord_101630,2025-03-09,returning,,65.0,1,65.0,1,CYM-PRO-30
ord_101631,2025-03-09,new,,48.0,1,48.0,1,CYM-VTD-30
ord_101632,2025-03-09,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101633,2025-03-09,returning,,275.0,5,275.0,5,CYM-CRE-30|CYM-VTD-30|CYM-COL-30|CYM-MAG-30|CYM-VTC-30
ord_101634,2025-03-09,returning,,191.0,3,191.0,3,CYM-GLU-30|CYM-CRE-30|CYM-COL-30
ord_101635,2025-03-09,new,,191.0,3,191.0,3,CYM-VTD-30|CYM-GLU-30|CYM-PRO-30
ord_101636,2025-03-09,subscriber,,51.45,1,51.45,1,CYM-ASH-30
ord_101637,2025-03-09,new,,45.0,1,45.0,1,CYM-CRE-30
ord_101638,2025-03-09,returning,WELCOME10,90.9,2,90.9,2,CYM-VTC-30|CYM-ASH-30
ord_101639,2025-03-09,new,,120.0,2,120.0,2,CYM-OMG-60|CYM-PRO-30
ord_101640,2025-03-09,new,SUB15,93.5,2,93.5,2,CYM-CRE-30|CYM-PRO-30
ord_101641,2025-03-09,returning,WELCOME10,96.3,2,96.3,2,CYM-MAG-30|CYM-CRE-30
ord_101642,2025-03-09, subscriber ,,191.1,3,191.1,3,CYM-VTC-30|CYM-COL-30|CYM-MAG-30
ord_101643,2025-03-09, returning ,,68.0,1,68.0,1,CYM-COL-30
ord_101644,2025-03-09,subscriber,,57.75,1,57.75,1,CYM-OMG-60
ord_101645,2025-03-09,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101646,2025-03-09,new,,127.0,2,127.0,2,CYM-MAG-30|CYM-PRO-30
ord_101647,2025-03-09,subscriber,,122.85,2,122.85,2,CYM-ASH-30|CYM-COL-30
ord_101648,2025-03-09,subscriber,,116.55,2,116.55,2,CYM-ASH-30|CYM-MAG-30
ord_101649,2025-03-09,returning,FRIEND10,99.0,2,99.0,2,CYM-MAG-30|CYM-VTD-30
ord_101650,2025-03-09,subscriber,,186.9,3,186.9,3,CYM-OMG-60|CYM-GLU-30|CYM-CRE-30
ord_101651,2025-03-09,subscriber,,119.7,2,119.7,2,CYM-ASH-30|CYM-PRO-30
ord_101652,2025-03-09,returning,,158.0,3,158.0,3,CYM-PRO-30|CYM-CRE-30|CYM-VTD-30
ord_101653,2025-03-09,subscriber,,57.75,1,57.75,1,CYM-OMG-60
ord_101654,2025-03-09,returning,,52.0,1,52.0,1,CYM-VTC-30
ord_101655,2025-03-09,subscriber,FRIEND10,125.69,2,125.69,2,CYM-PRO-30|CYM-COL-30
ord_101656,2025-03-09,subscriber,SUB15,275.78,5,275.78,5,CYM-COL-30|CYM-GLU-30|CYM-VTC-30|CYM-MAG-30|CYM-ASH-30
ord_101657,2025-03-09,subscriber,WELCOME10,107.73,2,107.73,2,CYM-VTC-30|CYM-MAG-30
ord_101658,2025-03-09,returning,,162.0,3,162.0,3,CYM-CRE-30|CYM-OMG-60|CYM-MAG-30
ord_101659,2025-03-09,returning,WELCOME10,192.6,4,192.6,4,CYM-CRE-30|CYM-ASH-30|CYM-VTC-30|CYM-COL-30
ord_101660,2025-03-09,new,,68.0,1,68.0,1,CYM-COL-30
ord_101661,2025-03-09,new,,104.0,2,104.0,2,CYM-ASH-30|CYM-OMG-60
ord_101662,2025-03-09,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101663,2025-03-09,new,FRIEND10,55.8,1,55.8,1,CYM-MAG-30
ord_101664,2025-03-09,subscriber,,305.55,5,305.55,5,CYM-COL-30|CYM-CRE-30|CYM-MTB-30|CYM-PRO-30|CYM-OMG-60
ord_101665,2025-03-09,returning,SUB15,190.4,4,190.4,4,CYM-GLU-30|CYM-VTC-30|CYM-ASH-30|CYM-CRE-30
ord_101666,2025-03-09,subscriber,WELCOME10,64.26,1,64.26,1,CYM-COL-30
ord_101667,2025-03-09,new,,62.0,1,62.0,1,CYM-MAG-30
ord_101668,2025-03-09,subscriber,,54.6,1,54.6,1,CYM-VTC-30
ord_101669,2025-03-09,new,,114.0,2,114.0,2,CYM-MAG-30|CYM-VTC-30
ord_101670,2025-03-09,subscriber,,173.25,3,173.25,3,CYM-MTB-30|CYM-CRE-30|CYM-MAG-30
ord_101671,2025-03-09,returning,,107.0,2,107.0,2,CYM-MAG-30|CYM-CRE-30
ord_101672,2025-03-09,new,,55.0,1,55.0,1,CYM-OMG-60
ord_101673,2025-03-09,new,SUB15,82.45,2,82.45,2,CYM-ASH-30|CYM-VTD-30
ord_101674,2025-03-09,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101675,2025-03-09,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101676,2025-03-09,new,,49.0,1,49.0,1,CYM-ASH-30
ord_101677,2025-03-09,subscriber,,97.65,2,97.65,2,CYM-VTD-30|CYM-CRE-30
ord_101678,2025-03-09,subscriber,,57.75,1,57.75,1,CYM-OMG-60
ord_101679,2025-03-09,returning,,117.0,2,117.0,2,CYM-VTC-30|CYM-PRO-30
ord_101680,2025-03-09,new,,48.0,1,48.0,1,CYM-VTD-30
ord_101681,2025-03-09,returning,SUB15,55.25,1,55.25,1,CYM-PRO-30
ord_101682,2025-03-09,subscriber,,183.75,3,183.75,3,CYM-MTB-30|CYM-ASH-30|CYM-COL-30
ord_101683,2025-03-09,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101684,2025-03-09,subscriber,,51.45,1,51.45,1,CYM-ASH-30
ord_101685,2025-03-09,subscriber,,238.35,4,238.35,4,CYM-MAG-30|CYM-OMG-60|CYM-CRE-30|CYM-PRO-30
ord_101686,2025-03-09,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101687,2025-03-10,subscriber,,180.6,3,180.6,3,CYM-MTB-30|CYM-ASH-30|CYM-PRO-30
ord_101688,2025-03-10,subscriber,FRIEND10,54.81,1,54.81,1,CYM-MTB-30
ord_101689,2025-03-10,new,,127.0,2,127.0,2,CYM-ASH-30|CYM-GLU-30
ord_101690,2025-03-10,new,,49.0,1,49.0,1,CYM-ASH-30
ord_101691,2025-03-10,subscriber,,54.6,1,54.6,1,CYM-VTC-30
ord_101692,2025-03-10,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101693,2025-03-10,returning,FRIEND10,55.8,1,55.8,1,CYM-MAG-30
ord_101694,2025-03-10,new,,113.0,2,113.0,2,CYM-COL-30|CYM-CRE-30
ord_101695,2025-03-10,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101696,2025-03-10,subscriber,FRIEND10,73.71,1,73.71,1,CYM-GLU-30
ord_101697,2025-03-10,new,,58.0,1,58.0,1,CYM-MTB-30
ord_101698,2025-03-10,subscriber,,105.0,2,105.0,2,CYM-VTC-30|CYM-VTD-30
ord_101699,2025-03-10,new,,110.0,2,110.0,2,CYM-CRE-30|CYM-PRO-30
ord_101700,2025-03-10,new,,78.0,1,78.0,1,CYM-GLU-30
ord_101701,2025-03-10,new,SUB15,272.85,5,272.85,5,CYM-VTC-30|CYM-GLU-30|CYM-COL-30|CYM-MTB-30|CYM-PRO-30
ord_101702,2025-03-10,returning,,211.0,3,211.0,3,CYM-COL-30|CYM-GLU-30|CYM-PRO-30
ord_101703,2025-03-10,new,,68.0,1,68.0,1,CYM-COL-30
ord_101704,2025-03-10,new,,45.0,1,45.0,1,CYM-CRE-30
ord_101705,2025-03-10,subscriber,,269.85,4,269.85,4,CYM-COL-30|CYM-MAG-30|CYM-GLU-30|CYM-ASH-30
ord_101706,2025-03-10,subscriber,,65.1,1,65.1,1,CYM-MAG-30
ord_101707,2025-03-10,new,,127.0,2,127.0,2,CYM-GLU-30|CYM-ASH-30
ord_101708,2025-03-10,returning,,152.0,3,152.0,3,CYM-OMG-60|CYM-CRE-30|CYM-VTC-30
ord_101709,2025-03-10,new,,55.0,1,55.0,1,CYM-OMG-60
ord_101710,2025-03-10,new,,103.0,2,103.0,2,CYM-MTB-30|CYM-CRE-30
ord_101711,2025-03-10,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101712,2025-03-10,new,,78.0,1,78.0,1,CYM-GLU-30
ord_101713,2025-03-10,subscriber,,54.6,1,54.6,1,CYM-VTC-30
ord_101714,2025-03-10,subscriber,,60.9,1,60.9,1,CYM-MTB-30
ord_101715,2025-03-10,subscriber,,255.15,4,255.15,4,CYM-CRE-30|CYM-OMG-60|CYM-PRO-30|CYM-GLU-30
ord_101716,2025-03-10,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101717,2025-03-10,new,FRIEND10,156.6,3,156.6,3,CYM-MTB-30|CYM-COL-30|CYM-VTD-30
ord_101718,2025-03-10,new,,143.0,2,143.0,2,CYM-PRO-30|CYM-GLU-30
ord_101719,2025-03-10,new,,49.0,1,49.0,1,CYM-ASH-30
ord_101720,2025-03-10,subscriber,,65.1,1,65.1,1,CYM-MAG-30
ord_101721,2025-03-10,returning,,263.0,4,263.0,4,CYM-MAG-30|CYM-OMG-60|CYM-GLU-30|CYM-COL-30
ord_101722,2025-03-10,subscriber,,65.1,1,65.1,1,CYM-MAG-30
ord_101723,2025-03-10,new,,52.0,1,52.0,1,CYM-VTC-30
ord_101724,2025-03-10,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101725,2025-03-10,returning,,101.0,2,101.0,2,CYM-VTC-30|CYM-ASH-30
ord_101726,2025-03-10,subscriber,,60.9,1,60.9,1,CYM-MTB-30
ord_101727,2025-03-10,new,,181.0,3,181.0,3,CYM-GLU-30|CYM-MTB-30|CYM-CRE-30
ord_101728,2025-03-10,subscriber,,129.15,2,129.15,2,CYM-OMG-60|CYM-COL-30
ord_101729,2025-03-10,subscriber,,109.2,2,109.2,2,CYM-OMG-60|CYM-ASH-30
ord_101730,2025-03-10,subscriber,,244.65,4,244.65,4,CYM-MTB-30|CYM-PRO-30|CYM-VTD-30|CYM-MAG-30
ord_101731,2025-03-10,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101732,2025-03-10,new,,276.0,5,276.0,5,CYM-OMG-60|CYM-ASH-30|CYM-PRO-30|CYM-MAG-30|CYM-CRE-30
ord_101733,2025-03-10,subscriber,,276.15,4,276.15,4,CYM-COL-30|CYM-PRO-30|CYM-GLU-30|CYM-VTC-30
ord_101734,2025-03-10,returning,,68.0,1,68.0,1,CYM-COL-30
ord_101735,2025-03-10,returning,WELCOME10,160.2,3,160.2,3,CYM-VTC-30|CYM-MTB-30|CYM-COL-30
ord_101736,2025-03-10,new,,133.0,2,133.0,2,CYM-GLU-30|CYM-OMG-60
ord_101737,2025-03-10,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101738,2025-03-10,subscriber,,126.0,2,126.0,2,CYM-MTB-30|CYM-MAG-30
ord_101739,2025-03-10,new,WELCOME10,122.4,2,122.4,2,CYM-MTB-30|CYM-GLU-30
ord_101740,2025-03-10,subscriber,,179.55,3,179.55,3,CYM-COL-30|CYM-VTD-30|CYM-OMG-60
ord_101741,2025-03-10,subscriber,WELCOME10,54.81,1,54.81,1,CYM-MTB-30
ord_101742,2025-03-10,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101743,2025-03-10,new,,126.0,2,126.0,2,CYM-VTD-30|CYM-GLU-30
ord_101744,2025-03-10,returning,,68.0,1,68.0,1,CYM-COL-30
ord_101745,2025-03-10,returning,,272.0,5,272.0,5,CYM-OMG-60|CYM-ASH-30|CYM-PRO-30|CYM-MTB-30|CYM-CRE-30
ord_101746,2025-03-10,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101747,2025-03-10,new,FRIEND10,101.7,2,101.7,2,CYM-PRO-30|CYM-VTD-30
ord_101748,2025-03-10,subscriber,WELCOME10,49.14,1,49.14,1,CYM-VTC-30
ord_101749,2025-03-10,subscriber,,50.4,1,50.4,1,CYM-VTD-30
ord_101750,2025-03-10,returning,,49.0,1,49.0,1,CYM-ASH-30
ord_101751,2025-03-10,returning,,263.0,4,263.0,4,CYM-VTC-30|CYM-GLU-30|CYM-PRO-30|CYM-COL-30
ord_101752,2025-03-10,subscriber,,147.0,2,147.0,2,CYM-GLU-30|CYM-MAG-30
ord_101753,2025-03-10,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101754,2025-03-10,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101755,2025-03-10,subscriber,,57.75,1,57.75,1,CYM-OMG-60
ord_101756,2025-03-10,returning,,78.0,1,78.0,1,CYM-GLU-30
ord_101757,2025-03-10,new,,126.0,2,126.0,2,CYM-MTB-30|CYM-COL-30
ord_101758,2025-03-11,returning,SUB15,44.2,1,44.2,1,CYM-VTC-30
ord_101759,2025-03-11,new,,298.0,5,298.0,5,CYM-ASH-30|CYM-MTB-30|CYM-PRO-30|CYM-GLU-30|CYM-VTD-30
ord_101760,2025-03-11,new,,230.0,4,230.0,4,CYM-COL-30|CYM-CRE-30|CYM-OMG-60|CYM-MAG-30
ord_101761,2025-03-11,new,FRIEND10,43.2,1,43.2,1,CYM-VTD-30
ord_101762,2025-03-11,returning,,111.0,2,111.0,2,CYM-MAG-30|CYM-ASH-30
ord_101763,2025-03-11,subscriber,,112.35,2,112.35,2,CYM-MTB-30|CYM-ASH-30
ord_101764,2025-03-11,subscriber,,47.25,1,47.25,1,CYM-CRE-30
ord_101765,2025-03-11,subscriber,SUB15,210.63,4,210.63,4,CYM-COL-30|CYM-MTB-30|CYM-VTD-30|CYM-MAG-30
ord_101766,2025-03-11,returning,,179.0,3,179.0,3,CYM-VTC-30|CYM-GLU-30|CYM-ASH-30
ord_101767,2025-03-11,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101768,2025-03-11,subscriber,WELCOME10,161.59,3,161.59,3,CYM-MTB-30|CYM-CRE-30|CYM-COL-30
ord_101769,2025-03-11,subscriber,,115.5,2,115.5,2,CYM-PRO-30|CYM-CRE-30
ord_101770,2025-03-11,subscriber,SUB15,196.35,4,196.35,4,CYM-CRE-30|CYM-VTC-30|CYM-PRO-30|CYM-MTB-30
ord_101771,2025-03-11,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101772,2025-03-11,returning,,169.0,3,169.0,3,CYM-ASH-30|CYM-COL-30|CYM-VTC-30
ord_101773,2025-03-11,subscriber,WELCOME10,205.07,4,205.07,4,CYM-ASH-30|CYM-COL-30|CYM-VTD-30|CYM-VTC-30
ord_101774,2025-03-11,subscriber,,81.9,1,81.9,1,CYM-GLU-30
ord_101775,2025-03-11,subscriber,,105.0,2,105.0,2,CYM-OMG-60|CYM-CRE-30
ord_101776,2025-03-11,returning,FRIEND10,43.2,1,43.2,1,CYM-VTD-30
ord_101777,2025-03-11,subscriber,WELCOME10,174.83,3,174.83,3,CYM-VTC-30|CYM-COL-30|CYM-PRO-30
ord_101778,2025-03-11,returning,,257.0,4,257.0,4,CYM-MAG-30|CYM-ASH-30|CYM-COL-30|CYM-GLU-30
ord_101779,2025-03-11,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101780,2025-03-11,subscriber,SUB15,51.77,1,51.77,1,CYM-MTB-30
ord_101781,2025-03-11,new,,58.0,1,58.0,1,CYM-MTB-30
ord_101782,2025-03-11,subscriber,,60.9,1,60.9,1,CYM-MTB-30
ord_101783,2025-03-11,new,,279.0,5,279.0,5,CYM-CRE-30|CYM-OMG-60|CYM-ASH-30|CYM-COL-30|CYM-MAG-30
ord_101784,2025-03-11,new,,278.0,5,278.0,5,CYM-VTD-30|CYM-GLU-30|CYM-MTB-30|CYM-CRE-30|CYM-ASH-30
ord_101785,2025-03-11,new,SUB15,245.65,5,245.65,5,CYM-ASH-30|CYM-GLU-30|CYM-VTC-30|CYM-PRO-30|CYM-CRE-30
ord_101786,2025-03-11,subscriber,WELCOME10,221.13,4,221.13,4,CYM-MAG-30|CYM-ASH-30|CYM-PRO-30|CYM-MTB-30
ord_101787,2025-03-11,new,,97.0,2,97.0,2,CYM-VTC-30|CYM-CRE-30
ord_101788,2025-03-11,new,,55.0,1,55.0,1,CYM-OMG-60
ord_101789,2025-03-11,subscriber,,165.9,3,165.9,3,CYM-MTB-30|CYM-VTD-30|CYM-VTC-30
ord_101790,2025-03-11,subscriber,WELCOME10,61.43,1,61.43,1,CYM-PRO-30
ord_101791,2025-03-11,subscriber,,71.4,1,71.4,1,CYM-COL-30
ord_101792,2025-03-11,subscriber,,60.9,1,60.9,1,CYM-MTB-30
ord_101793,2025-03-11,subscriber,,176.4,3,176.4,3,CYM-VTD-30|CYM-OMG-60|CYM-PRO-30
ord_101794,2025-03-11,returning,,219.0,4,219.0,4,CYM-VTD-30|CYM-CRE-30|CYM-COL-30|CYM-MTB-30
ord_101795,2025-03-11,subscriber,,60.9,1,60.9,1,CYM-MTB-30
ord_101796,2025-03-11,new,,103.0,2,103.0,2,CYM-VTD-30|CYM-OMG-60
ord_101797,2025-03-11,new,FRIEND10,46.8,1,46.8,1,CYM-VTC-30
ord_101798,2025-03-11,subscriber,,132.3,2,132.3,2,CYM-MTB-30|CYM-COL-30
ord_101799,2025-03-11,new,,68.0,1,68.0,1,CYM-COL-30
ord_101800,2025-03-11,returning,,68.0,1,68.0,1,CYM-COL-30
ord_101801,2025-03-11,new,WELCOME10,46.8,1,46.8,1,CYM-VTC-30
ord_101802,2025-03-11,new,,58.0,1,58.0,1,CYM-MTB-30
ord_101803,2025-03-11,returning,,94.0,2,94.0,2,CYM-CRE-30|CYM-ASH-30
ord_101804,2025-03-11,subscriber,,57.75,1,57.75,1,CYM-OMG-60
ord_101805,2025-03-11,subscriber,WELCOME10,51.98,1,51.98,1,CYM-OMG-60
ord_101806,2025-03-11,returning,,58.0,1,58.0,1,CYM-MTB-30
ord_101807,2025-03-11,returning,SUB15,168.3,3,168.3,3,CYM-GLU-30|CYM-PRO-30|CYM-OMG-60
ord_101808,2025-03-11,new,,55.0,1,55.0,1,CYM-OMG-60
ord_101809,2025-03-11,subscriber,WELCOME10,132.3,2,132.3,2,CYM-GLU-30|CYM-MAG-30
ord_101810,2025-03-11,subscriber,,115.5,2,115.5,2,CYM-VTC-30|CYM-MTB-30
ord_101811,2025-03-11,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101812,2025-03-11,subscriber,,68.25,1,68.25,1,CYM-PRO-30
ord_101813,2025-03-11,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101814,2025-03-11,returning,,45.0,1,45.0,1,CYM-CRE-30
ord_101815,2025-03-11,returning,,62.0,1,62.0,1,CYM-MAG-30
ord_101816,2025-03-11,returning,FRIEND10,46.8,1,46.8,1,CYM-VTC-30
ord_101817,2025-03-11,subscriber,WELCOME10,64.26,1,64.26,1,CYM-COL-30
ord_101818,2025-03-11,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101819,2025-03-11,subscriber,,65.1,1,65.1,1,CYM-MAG-30
ord_101820,2025-03-11,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101821,2025-03-11,subscriber,,65.1,1,65.1,1,CYM-MAG-30
ord_101822,2025-03-11,new,FRIEND10,151.2,3,151.2,3,CYM-VTC-30|CYM-COL-30|CYM-VTD-30
ord_101823,2025-03-11,new,,133.0,2,133.0,2,CYM-PRO-30|CYM-COL-30
ord_101824,2025-03-11,subscriber,,231.0,4,231.0,4,CYM-CRE-30|CYM-ASH-30|CYM-MTB-30|CYM-COL-30
ord_101825,2025-03-11,new,,78.0,1,78.0,1,CYM-GLU-30
ord_101826,2025-03-11,subscriber,,101.85,2,101.85,2,CYM-CRE-30|CYM-VTC-30
ord_101827,2025-03-11,new,WELCOME10,161.1,3,161.1,3,CYM-PRO-30|CYM-VTC-30|CYM-MAG-30
ord_101828,2025-03-11,new,,97.0,2,97.0,2,CYM-ASH-30|CYM-VTD-30
ord_101829,2025-03-12,subscriber,,306.6,5,306.6,5,CYM-COL-30|CYM-PRO-30|CYM-ASH-30|CYM-VTD-30|CYM-MAG-30
ord_101830,2025-03-12, new ,,52.0,1,52.0,1,CYM-VTC-30
ord_101831,2025-03-12,new,,285.0,5,285.0,5,CYM-VTC-30|CYM-VTD-30|CYM-MAG-30|CYM-GLU-30|CYM-CRE-30
ord_101832,2025-03-12,returning,,62.0,1,62.0,1,CYM-MAG-30
ord_101833,2025-03-12,new,,52.0,1,52.0,1,CYM-VTC-30
ord_101834,2025-03-12,subscriber,,101.85,2,101.85,2,CYM-VTD-30|CYM-ASH-30
ord_101835,2025-03-12,subscriber,,262.5,4,262.5,4,CYM-PRO-30|CYM-MTB-30|CYM-ASH-30|CYM-GLU-30
ord_101836,2025-03-12,subscriber,SUB15,89.25,2,89.25,2,CYM-VTC-30|CYM-VTD-30
ord_101837,2025-03-12,new,,55.0,1,55.0,1,CYM-OMG-60
ord_101838,2025-03-12,subscriber,,54.6,1,54.6,1,CYM-VTC-30
ord_101839,2025-03-12,subscriber,,197.4,3,197.4,3,CYM-CRE-30|CYM-PRO-30|CYM-GLU-30
ord_101840,2025-03-12,new,,130.0,2,130.0,2,CYM-VTC-30|CYM-GLU-30
ord_101841,2025-03-12,returning,,78.0,1,78.0,1,CYM-GLU-30
ord_101842,2025-03-12,new,,94.0,2,94.0,2,CYM-CRE-30|CYM-ASH-30
ord_101843,2025-03-12,returning,,188.0,3,188.0,3,CYM-MTB-30|CYM-COL-30|CYM-MAG-30
ord_101844,2025-03-12,subscriber,,215.25,3,215.25,3,CYM-GLU-30|CYM-MAG-30|CYM-PRO-30
ord_101845,2025-03-12,new,,52.0,1,52.0,1,CYM-VTC-30
ord_101846,2025-03-12,subscriber,SUB15,40.16,1,40.16,1,CYM-CRE-30
ord_101847,2025-03-12,returning,,49.0,1,49.0,1,CYM-ASH-30
ord_101848,2025-03-12,subscriber,WELCOME10,211.68,4,211.68,4,CYM-ASH-30|CYM-PRO-30|CYM-MTB-30|CYM-VTC-30
ord_101849,2025-03-12,returning,,62.0,1,62.0,1,CYM-MAG-30
ord_101850,2025-03-12,new,WELCOME10,49.5,1,49.5,1,CYM-OMG-60
ord_101851,2025-03-12,returning,,55.0,1,55.0,1,CYM-OMG-60
ord_101852,2025-03-12,new,FRIEND10,169.2,3,169.2,3,CYM-VTD-30|CYM-MAG-30|CYM-GLU-30
ord_101853,2025-03-12,new,,78.0,1,78.0,1,CYM-GLU-30
ord_101854,2025-03-12,subscriber,,106.05,2,106.05,2,CYM-ASH-30|CYM-VTC-30
ord_101855,2025-03-12,subscriber,SUB15,55.34,1,55.34,1,CYM-MAG-30
ord_101856,2025-03-12,returning,,182.0,3,182.0,3,CYM-MAG-30|CYM-COL-30|CYM-VTC-30
ord_101857,2025-03-12,subscriber,,54.6,1,54.6,1,CYM-VTC-30
ord_101858,2025-03-12,subscriber,,54.6,1,54.6,1,CYM-VTC-30
